0.95,0.9724929085951355,-36.483885128856905,-36.48388512877825,0.9999999999978442,0.2989514388682709,-0.6425697923270713
0.952,0.9736132170616358,-38.03288810867757,-38.03288810858669,0.9999999999976106,0.28522842984734026,-0.641660841668622
0.954,0.9747037692785271,-39.672533591718874,-39.672533591591,0.9999999999967768,0.2712895417386355,-0.6406663132357652
0.956,0.9757814752377193,-41.43793120724056,-41.43793120710224,0.999999999996662,0.25691758228258504,-0.639503903788964
0.958,0.9768440715655589,-43.33946556624842,-43.33946556626663,1.0000000000004203,0.24212171348695785,-0.6381221208407435
0.96,0.9778912426008136,-45.39221924225557,-45.3922192422142,0.9999999999990887,0.2269110406735211,-0.636422661301171
0.962,0.9789226523487427,-47.613465396182306,-47.61346539609122,0.9999999999980871,0.21127973674046036,-0.6343307306096453
0.964,0.9799403225411031,-50.02899797823403,-50.02899797816444,0.9999999999986089,0.195202909950582,-0.6316849783902555
0.966,0.980942612578037,-52.660185827850896,-52.660185827838724,0.9999999999997689,0.17871928654157757,-0.6283611514682056
0.968,0.981971973567906,-55.666967585870935,-55.66696758586149,0.9999999999998304,0.16112737338106636,-0.6243303829850072
0.97,0.9829483381948297,-58.85441398603406,-58.85441398599482,0.9999999999993332,0.1438592165176831,-0.6188303682049152
0.972,0.9839071420698612,-62.360928517897996,-62.36092851760006,0.9999999999952223,0.1264271827797255,-0.611552247816259
0.974,0.9848600463771706,-66.28590734356938,-66.28590734330687,0.9999999999960398,0.10879738004658245,-0.6017803400216895
0.976,0.9858148942042666,-70.74783773057007,-70.74783773050017,0.9999999999990119,0.0910991470067597,-0.5883406438732123
0.978,0.9868145867080169,-76.1118017920855,-76.11180179200797,0.9999999999989813,0.07285074301692934,-0.5696883488292231
0.98,0.9878228143313735,-82.4135880271868,-82.41358802717306,0.9999999999998332,0.055513919160690386,-0.5427583750833253
0.982,0.9888705153338333,-90.17179079944972,-90.1717907995317,1.0000000000009093,0.039378653573969934,-0.5052220201427986
0.984,0.9899805155615216,-100.16139744352724,-100.16139744352576,0.9999999999999853,0.025242628693644287,-0.45500769321002166
0.986,0.9911678137640023,-113.62595128821782,-113.62595128822805,1.0000000000000902,0.014207130081534779,-0.39103185149719694
0.988,0.9924513182257398,-132.94580339047255,-132.94580339041144,0.9999999999995404,0.0068132992418282745,-0.31496484811228465
0.99,0.9938481390387912,-163.13202937192543,-163.13202937195553,1.0000000000001845,0.0026985633915208584,-0.2330889909028385
